File Name,Duration,ttc,ttc2
L334aqEJxys_000928,10.8,5.1,8.2
L334aqEJxys_001101,11.0,1.9,4.3
L334aqEJxys_001434,17.3,4.5,10.9
L334aqEJxys_001608,12.5,7.7,12.5
L334aqEJxys_001734,13.9,4.2,8.6
L334aqEJxys_001874,9.2,5.7,9.2
L334aqEJxys_002136,13.9,1.2,10.6
L334aqEJxys_002627,10.4,3.7,7.9
L334aqEJxys_002732,10.9,2.9,5.1
L334aqEJxys_002930,13.9,3.8,12.9
L334aqEJxys_004387,9.9,2.9,6.1
L334aqEJxys_004487,10.2,4.9,8.3
L334aqEJxys_004719,8.9,5.0,7.1
L334aqEJxys_005087,10.9,4.4,6.4
L334aqEJxys_005405,24.9,16.1,23.5
L334aqEJxys_005655,10.9,4.3,5.1
LbKd5Ho0wDM_000503,11.1,1.5,6.1
LbKd5Ho0wDM_000742,7.2,1.9,4.7
LbKd5Ho0wDM_001235,7.1,0.6,3.4
LfKfK4I5RPE_000073,13.7,6.6,11.0
LfKfK4I5RPE_000211,10.9,3.0,8.0
LfKfK4I5RPE_000421,10.0,4.0,7.5
LfKfK4I5RPE_000522,10.9,5.0,7.8
LfKfK4I5RPE_000632,8.9,2.4,6.1
LfKfK4I5RPE_000822,10.9,4.0,7.8
LfKfK4I5RPE_000932,11.9,3.7,5.5
LfKfK4I5RPE_001052,10.9,2.6,7.0
LfKfK4I5RPE_001162,10.8,5.4,8.5
LfKfK4I5RPE_001271,8.9,2.7,5.5
LfKfK4I5RPE_001361,7.9,4.2,5.6
LfKfK4I5RPE_001562,12.6,3.5,9.1
LfKfK4I5RPE_001689,8.9,4.5,7.3
LfKfK4I5RPE_002216,7.9,3.0,6.3
LfKfK4I5RPE_002396,4.3,3.6,4.3
LfKfK4I5RPE_002617,11.9,2.8,5.1
LfKfK4I5RPE_002737,9.9,3.8,5.4
LfKfK4I5RPE_003037,19.9,3.7,5.7
LfKfK4I5RPE_003543,9.8,3.6,6.3
LfKfK4I5RPE_003642,8.9,3.4,6.8
LfKfK4I5RPE_003732,7.9,3.0,5.3
LfKfK4I5RPE_003812,10.2,3.5,7.1
LfKfK4I5RPE_004005,12.7,5.1,9.4
LfKfK4I5RPE_004133,12.0,4.8,10.7
LfKfK4I5RPE_004254,7.4,3.3,5.9
LfKfK4I5RPE_004409,12.9,4.6,8.9
LfKfK4I5RPE_004539,7.9,2.6,5.7
LfKfK4I5RPE_004619,10.1,3.2,6.9
LfKfK4I5RPE_004721,7.9,4.4,6.5
LfKfK4I5RPE_005001,8.0,2.6,5.3
LfKfK4I5RPE_005082,18.1,3.2,14.4
LfKfK4I5RPE_005264,14.9,4.5,14.0
LfKfK4I5RPE_005414,14.0,4.1,10.9
LfKfK4I5RPE_005555,16.9,6.5,14.6
Nc9SDBksPPA_000171,10.9,3.6,5.6
Nc9SDBksPPA_000281,10.9,5.9,8.9
Nc9SDBksPPA_000391,13.9,4.0,5.8
Nc9SDBksPPA_000621,11.8,6.1,9.5
Nc9SDBksPPA_000840,12.0,4.5,5.8
Nc9SDBksPPA_001139,9.0,4.6,6.8
Nc9SDBksPPA_001230,5.5,4.6,5.5
Nc9SDBksPPA_001351,11.0,2.5,7.2
Nc9SDBksPPA_001573,9.9,5.2,6.8
Nc9SDBksPPA_001912,8.6,4.0,5.0
Nc9SDBksPPA_002268,10.9,6.8,10.3
Nc9SDBksPPA_003206,9.9,5.1,6.3
Nc9SDBksPPA_003306,9.9,3.2,8.1
Nc9SDBksPPA_003406,10.8,3.1,8.2
Nc9SDBksPPA_003735,9.9,4.5,7.0
Nc9SDBksPPA_003835,8.9,4.1,5.6
Nc9SDBksPPA_004005,10.9,6.1,8.0
Nc9SDBksPPA_004115,9.0,4.1,5.6
Nc9SDBksPPA_004316,8.7,4.3,5.2
Nc9SDBksPPA_004404,8.9,4.8,6.2
Nc9SDBksPPA_004494,9.9,2.9,4.6
Nc9SDBksPPA_004714,10.8,4.3,7.3
Nc9SDBksPPA_004823,10.0,4.6,8.4
Nc9SDBksPPA_004924,10.5,4.0,7.2
Nc9SDBksPPA_005387,8.1,3.2,4.7
Nc9SDBksPPA_005569,15.6,8.1,11.3
O9uvBFovKj8_000075,13.5,4.5,10.6
O9uvBFovKj8_000211,10.7,4.3,6.5
O9uvBFovKj8_000319,10.2,2.9,5.0
O9uvBFovKj8_000422,9.9,5.0,6.9
O9uvBFovKj8_000672,11.9,2.8,6.6
O9uvBFovKj8_000792,10.0,5.5,6.8
O9uvBFovKj8_000983,13.9,4.0,5.3
O9uvBFovKj8_001123,12.3,3.0,9.8
O9uvBFovKj8_001467,10.9,3.2,5.8
O9uvBFovKj8_001801,11.0,3.1,7.5
O9uvBFovKj8_001912,11.6,3.5,8.3
O9uvBFovKj8_002109,14.0,1.2,5.5
O9uvBFovKj8_002250,7.9,3.2,5.2
O9uvBFovKj8_002330,10.0,1.1,5.3
O9uvBFovKj8_003658,13.9,5.0,8.9
O9uvBFovKj8_003888,9.9,3.9,7.1
O9uvBFovKj8_003988,6.3,5.0,6.3
O9uvBFovKj8_004208,6.7,5.2,6.7
O9uvBFovKj8_004288,6.2,4.9,6.2
O9uvBFovKj8_004882,9.9,4.6,5.8
O9uvBFovKj8_004982,7.9,3.7,5.8
O9uvBFovKj8_005062,7.1,2.3,6.3
OPj7lUQOre8_000075,13.5,8.4,10.5
OPj7lUQOre8_000211,9.9,5.2,7.3
OPj7lUQOre8_000430,10.0,3.0,5.0
OPj7lUQOre8_000631,11.9,5.5,8.7
OPj7lUQOre8_000751,13.9,3.1,8.9
OPj7lUQOre8_000891,11.9,5.3,9.1
OPj7lUQOre8_001011,13.8,4.8,10.5
OPj7lUQOre8_001150,12.0,2.5,8.4
OPj7lUQOre8_001271,11.9,10.6,11.9
OPj7lUQOre8_001411,11.9,6.9,8.9
OPj7lUQOre8_001531,11.9,5.3,6.9
OPj7lUQOre8_001801,9.9,3.3,7.0
OPj7lUQOre8_001901,9.9,4.2,7.5
OPj7lUQOre8_003071,16.7,12.6,14.6
OPj7lUQOre8_004026,8.9,4.8,7.2
OPj7lUQOre8_004116,8.9,3.1,6.7
OPj7lUQOre8_004206,7.9,5.0,6.3
OPj7lUQOre8_004286,11.9,5.1,9.2
OPj7lUQOre8_004807,7.9,4.0,4.8
OPj7lUQOre8_004997,17.9,13.4,15.9
OPj7lUQOre8_005496,15.0,3.6,11.4
OPj7lUQOre8_005797,11.4,4.7,8.0
OWtbKblBOKI_000061,11.4,5.5,9.5
OWtbKblBOKI_000176,8.4,3.5,8.4
OWtbKblBOKI_001141,8.4,1.3,3.7
OWtbKblBOKI_001226,7.7,2.6,5.1
OWtbKblBOKI_001404,10.3,5.0,7.0
OWtbKblBOKI_001508,10.7,3.4,10.7
OWtbKblBOKI_001616,9.7,3.5,6.9
OWtbKblBOKI_001714,8.1,1.8,3.2
OWtbKblBOKI_001796,12.1,3.8,6.2
OWtbKblBOKI_002000,8.4,3.1,4.4
OWtbKblBOKI_002215,6.8,3.5,6.2
OWtbKblBOKI_002688,8.1,2.8,4.9
OWtbKblBOKI_002770,10.8,2.9,7.6
OWtbKblBOKI_002879,9.1,4.1,6.2
OWtbKblBOKI_003070,8.8,3.5,6.2
OWtbKblBOKI_003159,6.9,2.1,5.2
OWtbKblBOKI_003456,9.1,3.9,7.0
OWtbKblBOKI_003922,11.3,3.8,9.1
OWtbKblBOKI_004132,8.5,2.7,7.1
OWtbKblBOKI_004218,10.1,2.0,10.1
OWtbKblBOKI_004700,9.9,2.8,7.9
OWtbKblBOKI_004800,4.9,2.1,4.8
OWtbKblBOKI_004918,7.7,2.5,6.3
OWtbKblBOKI_004996,6.5,1.3,5.1
OWtbKblBOKI_005314,9.2,3.8,8.5
OWtbKblBOKI_005407,11.4,2.3,5.3
OWtbKblBOKI_005624,15.9,1.4,8.2
OWtbKblBOKI_006128,8.1,3.5,5.5
P5MjgFmqouA_000452,14.2,5.5,7.6
P5MjgFmqouA_001039,11.2,6.9,8.9
P5MjgFmqouA_001506,8.9,2.9,6.5
P5MjgFmqouA_001596,10.0,3.9,7.5
P5MjgFmqouA_001697,9.9,5.2,6.4
P5MjgFmqouA_002297,8.4,4.9,8.4
P5MjgFmqouA_003200,10.0,2.9,5.6
P5MjgFmqouA_003403,10.1,4.7,6.6
P5MjgFmqouA_003505,8.9,2.9,6.1
P5MjgFmqouA_003765,15.4,5.9,13.5
P5MjgFmqouA_003920,10.9,4.5,5.3
P5MjgFmqouA_004357,11.9,5.9,9.8
P5MjgFmqouA_004477,10.5,2.8,7.6
P5MjgFmqouA_004583,9.9,3.2,5.7
P5MjgFmqouA_004683,11.1,3.1,5.6
P5MjgFmqouA_005080,9.9,4.3,6.7
P5MjgFmqouA_005382,11.7,3.9,7.0
PEwiwzyTjX0_000400,9.1,2.0,4.8
PEwiwzyTjX0_000492,9.6,4.4,8.6
PEwiwzyTjX0_000881,10.1,3.5,6.6
PEwiwzyTjX0_001169,5.2,3.1,5.0
PEwiwzyTjX0_001311,9.6,3.1,5.7
PEwiwzyTjX0_001408,9.9,2.8,6.4
PEwiwzyTjX0_001508,9.4,2.1,6.1
PEwiwzyTjX0_002082,10.5,2.4,5.1
PEwiwzyTjX0_002188,10.8,2.8,5.7
PEwiwzyTjX0_002380,12.1,2.3,7.9
PEwiwzyTjX0_002666,11.7,4.0,5.6
PEwiwzyTjX0_002784,4.7,2.9,4.7
PEwiwzyTjX0_002832,9.5,2.4,4.7
PEwiwzyTjX0_003235,7.8,1.2,5.7
PEwiwzyTjX0_003314,10.2,4.7,7.3
PEwiwzyTjX0_003560,5.7,2.9,4.4
PEwiwzyTjX0_003618,8.1,3.2,6.5
PEwiwzyTjX0_003882,7.2,2.6,4.5
PEwiwzyTjX0_003955,9.7,3.3,6.7
PEwiwzyTjX0_004472,7.1,3.3,5.8
PEwiwzyTjX0_004936,6.7,4.2,5.9
PEwiwzyTjX0_005074,17.0,4.2,6.8
PEwiwzyTjX0_005245,8.4,3.0,5.5
PEwiwzyTjX0_005330,6.3,1.3,4.2
PYL3JcSsS6o_001182,10.9,5.9,8.1
PYL3JcSsS6o_001292,10.9,5.2,7.2
PYL3JcSsS6o_001402,8.9,4.6,7.1
PYL3JcSsS6o_001492,7.6,4.2,7.6
PYL3JcSsS6o_001927,11.9,3.0,5.9
PYL3JcSsS6o_002198,8.9,3.2,8.9
PYL3JcSsS6o_002738,11.9,3.5,9.4
PYL3JcSsS6o_002858,9.9,3.0,6.3
PYL3JcSsS6o_003669,29.9,18.2,23.5
PYL3JcSsS6o_004146,8.9,3.3,6.5
PYL3JcSsS6o_004236,5.8,5.4,5.8
PYL3JcSsS6o_004326,8.9,2.5,3.5
PYL3JcSsS6o_004416,30.0,16.0,18.2
PYL3JcSsS6o_004947,7.5,2.5,3.8
PYL3JcSsS6o_005087,4.6,3.9,4.6
PYL3JcSsS6o_005257,10.9,6.5,7.6
PYL3JcSsS6o_005457,11.0,6.0,10.2
PYL3JcSsS6o_005568,4.1,1.0,3.1
PYL3JcSsS6o_005610,11.9,7.6,11.4
PYL3JcSsS6o_005730,13.0,3.8,9.4
Pbw0A-RCjcw_000075,13.5,7.0,7.5
Pbw0A-RCjcw_000326,11.4,2.0,10.5
Pbw0A-RCjcw_000562,13.9,6.3,8.0
Pbw0A-RCjcw_000702,8.4,2.8,4.8
Pbw0A-RCjcw_001170,11.9,5.7,7.9
Pbw0A-RCjcw_001460,11.9,4.2,8.3
Pbw0A-RCjcw_001730,12.0,5.1,9.1
Pbw0A-RCjcw_001851,11.5,3.8,8.0
Pbw0A-RCjcw_002212,4.7,2.0,4.7
Pbw0A-RCjcw_002335,11.9,4.3,7.1
Pbw0A-RCjcw_002742,7.9,2.6,4.9
Pbw0A-RCjcw_004251,11.9,3.0,9.0
PfJ2CudpCgE_000181,12.9,3.9,10.4
PfJ2CudpCgE_000311,9.4,3.3,7.9
PfJ2CudpCgE_000495,7.9,2.5,3.7
PfJ2CudpCgE_000575,8.7,3.5,5.6
PfJ2CudpCgE_000663,8.3,4.5,7.3
PfJ2CudpCgE_000747,7.9,2.8,5.4
PfJ2CudpCgE_000827,9.9,1.9,5.7
PfJ2CudpCgE_001352,7.6,2.0,5.3
PfJ2CudpCgE_001429,9.9,3.8,6.7
PfJ2CudpCgE_002001,7.7,1.3,7.7
PfJ2CudpCgE_002277,9.5,4.6,7.8
PfJ2CudpCgE_002373,9.0,2.9,6.8
PfJ2CudpCgE_002464,8.4,4.0,6.8
PfJ2CudpCgE_002549,9.5,3.0,4.8
PfJ2CudpCgE_002859,9.5,2.7,5.3
PfJ2CudpCgE_003154,8.3,3.9,6.9
PfJ2CudpCgE_003238,9.3,3.5,9.3
PfJ2CudpCgE_003614,9.2,4.5,8.7
PfJ2CudpCgE_003707,12.3,3.0,6.3
PfJ2CudpCgE_004074,9.8,3.1,7.9
PfJ2CudpCgE_004173,12.9,1.1,12.2
PfJ2CudpCgE_005114,7.9,3.9,4.0
PfJ2CudpCgE_005287,6.7,2.9,6.3
PfJ2CudpCgE_005355,8.0,3.7,7.6
PfJ2CudpCgE_005656,5.6,2.0,5.4
PfJ2CudpCgE_005782,7.8,2.2,7.8
PfJ2CudpCgE_005861,8.5,3.4,8.3
PfJ2CudpCgE_006024,7.5,3.5,5.4
PqbpIHZvjMA_000454,10.2,5.2,7.3
PqbpIHZvjMA_000677,7.9,3.2,5.0
PqbpIHZvjMA_000757,7.9,2.9,5.0
PqbpIHZvjMA_001015,12.2,4.6,6.9
PqbpIHZvjMA_001138,7.0,5.8,7.0
PqbpIHZvjMA_001249,4.3,3.8,4.3
PqbpIHZvjMA_001683,10.9,3.9,9.6
PqbpIHZvjMA_001793,13.9,4.0,7.2
PqbpIHZvjMA_002500,13.0,10.2,13.0
PqbpIHZvjMA_003467,9.9,3.0,6.2
PqbpIHZvjMA_003567,7.9,2.8,4.5
PqbpIHZvjMA_003848,14.7,3.6,5.0
PqbpIHZvjMA_004325,10.8,3.7,5.3
PqbpIHZvjMA_005053,11.1,6.3,7.8
Q7VBPeGwJWw_000357,8.7,3.7,8.7
Q7VBPeGwJWw_000670,6.3,2.5,6.3
Q7VBPeGwJWw_001111,15.9,2.9,12.3
Q7VBPeGwJWw_001964,12.1,3.6,8.4
Q7VBPeGwJWw_002086,8.7,2.0,7.5
Q7VBPeGwJWw_002261,6.9,2.1,4.1
Q7VBPeGwJWw_002431,4.1,3.5,4.1
Q7VBPeGwJWw_002595,6.0,1.1,4.9
Q7VBPeGwJWw_002656,10.7,3.9,5.4
Q7VBPeGwJWw_002894,5.9,1.8,3.5
Q7VBPeGwJWw_002954,6.8,2.3,3.7
QERvirE3S5s_000416,11.8,3.7,10.8
QERvirE3S5s_000535,11.8,8.3,11.8
QERvirE3S5s_000744,9.5,3.9,6.8
QERvirE3S5s_000840,10.8,4.1,9.6
QERvirE3S5s_001180,10.9,3.4,7.4
QERvirE3S5s_001290,8.1,4.4,5.4
QERvirE3S5s_001492,8.0,0.2,3.6
QERvirE3S5s_002054,10.7,5.3,9.3
QERvirE3S5s_002400,9.5,4.1,6.2
QERvirE3S5s_002496,7.5,2.5,4.8
QERvirE3S5s_002572,8.4,2.9,4.2
QERvirE3S5s_002657,8.4,3.3,5.5
QERvirE3S5s_002742,11.5,5.1,8.1
QERvirE3S5s_002858,8.6,4.0,7.3
QERvirE3S5s_003017,8.5,2.5,6.9
QERvirE3S5s_003199,8.4,3.5,6.7
QERvirE3S5s_003284,12.3,4.6,8.6
QERvirE3S5s_003888,10.0,2.9,7.1
QERvirE3S5s_003989,7.4,1.2,5.2
QERvirE3S5s_004340,9.7,3.9,6.8
QERvirE3S5s_004618,9.1,3.5,5.9
QERvirE3S5s_004710,10.9,3.9,6.0
QERvirE3S5s_004820,10.1,2.7,5.2
QERvirE3S5s_005021,9.9,3.8,7.2
QERvirE3S5s_005441,8.8,4.6,7.9
QERvirE3S5s_005530,14.3,10.2,11.6
QERvirE3S5s_005933,8.1,2.8,7.0
QeuzUfHIWYU_000075,14.5,5.2,11.6
QeuzUfHIWYU_000221,12.7,3.7,10.9
QeuzUfHIWYU_000349,11.9,5.8,9.2
QeuzUfHIWYU_000559,9.9,3.9,6.3
QeuzUfHIWYU_000759,7.6,3.5,6.3
QeuzUfHIWYU_000836,13.9,2.1,4.8
QeuzUfHIWYU_000976,11.9,3.4,8.6
QeuzUfHIWYU_001096,5.4,4.7,5.4
QeuzUfHIWYU_001196,9.9,3.6,5.6
QeuzUfHIWYU_001296,11.9,6.9,9.9
QeuzUfHIWYU_001517,8.9,4.1,6.9
QeuzUfHIWYU_001607,10.9,5.9,8.9
QeuzUfHIWYU_001717,15.9,4.1,14.9
QeuzUfHIWYU_002117,11.9,4.3,7.0
QeuzUfHIWYU_002638,12.8,4.0,12.8
QeuzUfHIWYU_003673,5.5,1.1,3.3
QeuzUfHIWYU_004226,9.8,5.5,8.3
QeuzUfHIWYU_004325,10.9,5.6,9.2
QeuzUfHIWYU_004435,10.0,4.3,6.9
QeuzUfHIWYU_004536,8.4,2.9,5.7
QeuzUfHIWYU_004621,10.6,2.0,7.3
QeuzUfHIWYU_004918,9.9,4.7,7.5
QeuzUfHIWYU_005018,8.9,5.3,7.1
QeuzUfHIWYU_005178,7.9,4.0,5.8
QeuzUfHIWYU_005648,12.8,3.0,12.8
QeuzUfHIWYU_005777,12.3,3.7,12.3
RASKiMoxhOE_000156,3.4,2.4,3.4
RASKiMoxhOE_000356,9.1,4.3,7.6
RASKiMoxhOE_000622,11.2,3.2,6.0
RASKiMoxhOE_000898,16.0,7.9,10.3
RASKiMoxhOE_001897,6.0,3.1,5.9
RASKiMoxhOE_003190,7.9,1.3,3.9
RASKiMoxhOE_003270,8.6,2.6,6.4
RASKiMoxhOE_003357,10.6,3.7,9.3
RASKiMoxhOE_003591,9.1,3.9,8.8
RASKiMoxhOE_003858,13.6,6.8,13.2
RASKiMoxhOE_003995,7.5,2.2,5.5
RASKiMoxhOE_004071,13.0,3.6,9.4
RASKiMoxhOE_004202,8.1,3.3,4.9
RASKiMoxhOE_005202,4.9,3.1,4.7
RASKiMoxhOE_005361,5.5,2.1,4.4
RASKiMoxhOE_005633,6.1,2.5,4.2
RASKiMoxhOE_005850,5.3,3.0,5.3
RASKiMoxhOE_005972,6.3,2.5,4.8
RPNiqsdt6-w_000075,11.5,5.0,9.2
RPNiqsdt6-w_000191,9.9,4.9,5.7
RPNiqsdt6-w_000291,10.9,4.7,5.0
RPNiqsdt6-w_000401,11.9,4.8,7.5
RPNiqsdt6-w_000521,8.9,3.8,5.4
RPNiqsdt6-w_000714,8.9,4.5,5.7
RPNiqsdt6-w_000804,11.9,5.1,11.1
RPNiqsdt6-w_000924,10.9,4.2,7.2
RPNiqsdt6-w_001034,13.9,9.1,11.1
RPNiqsdt6-w_001174,10.9,6.5,7.6
RPNiqsdt6-w_001564,11.9,6.7,9.2
RPNiqsdt6-w_001804,11.9,5.3,8.9
RPNiqsdt6-w_001924,16.9,11.5,16.9
RPNiqsdt6-w_002094,8.9,2.8,6.5
RPNiqsdt6-w_002184,9.2,3.1,6.1
RPNiqsdt6-w_002447,9.9,4.2,6.3
RPNiqsdt6-w_002547,11.2,3.6,7.6
RPNiqsdt6-w_002660,11.9,4.9,11.9
RPNiqsdt6-w_002780,11.9,5.3,7.5
RPNiqsdt6-w_003096,9.0,4.2,6.9
RPNiqsdt6-w_003337,9.9,4.6,6.7
RPNiqsdt6-w_003437,10.9,6.1,8.2
RPNiqsdt6-w_003647,7.9,2.7,4.2
RPNiqsdt6-w_003727,11.9,7.0,9.5
RPNiqsdt6-w_003847,8.9,5.4,8.6
RPNiqsdt6-w_003937,5.6,4.5,5.6
RPNiqsdt6-w_004214,9.9,4.8,9.0
RPNiqsdt6-w_004434,9.9,6.2,8.3
RPNiqsdt6-w_004534,10.7,3.3,8.2
RPNiqsdt6-w_004782,12.2,4.2,9.7
RPNiqsdt6-w_004905,11.9,5.2,7.8
RPNiqsdt6-w_005135,9.9,3.0,7.3
RPNiqsdt6-w_005508,15.7,4.3,6.4
Rrcjy5t8b20_001098,8.7,3.0,4.6
Rrcjy5t8b20_001757,7.0,1.8,3.6
Rrcjy5t8b20_001828,9.6,2.6,5.6
Rrcjy5t8b20_002001,7.9,4.6,6.0
Rrcjy5t8b20_002649,13.4,4.8,6.4
Rrcjy5t8b20_002997,7.0,4.0,5.8
Rrcjy5t8b20_003166,8.7,3.2,4.0
Rrcjy5t8b20_003610,7.2,1.9,4.5
Rrcjy5t8b20_003743,8.4,2.8,6.8
Rrcjy5t8b20_003921,6.8,3.0,5.5
Rrcjy5t8b20_004287,5.9,2.3,3.9
Rrcjy5t8b20_004499,6.0,2.0,4.0
Sihe6aeyLHg_000834,11.2,5.0,9.4
Sihe6aeyLHg_000947,10.2,4.5,6.4
Sihe6aeyLHg_002066,9.7,4.3,5.9
Sihe6aeyLHg_002452,8.6,3.2,5.5
Sihe6aeyLHg_002539,7.5,3.0,5.1
Sihe6aeyLHg_002615,10.2,4.8,8.0
Sihe6aeyLHg_002718,11.1,6.9,8.8
Sihe6aeyLHg_002928,14.4,6.3,11.3
Sihe6aeyLHg_004041,7.8,2.3,4.7
Sihe6aeyLHg_004230,10.2,3.8,6.6
Sihe6aeyLHg_004548,7.3,2.6,4.8
Sihe6aeyLHg_004622,13.3,5.3,11.9
Sihe6aeyLHg_004756,10.8,4.1,8.4
Sihe6aeyLHg_004865,12.8,10.7,11.6
Sihe6aeyLHg_005096,8.7,3.7,6.0
Sihe6aeyLHg_005509,8.0,4.6,7.3
Sihe6aeyLHg_005676,8.2,3.0,6.5
Sihe6aeyLHg_005759,8.8,3.9,7.7
Sihe6aeyLHg_005848,6.6,4.4,5.6
Sihe6aeyLHg_005992,8.8,3.2,6.4
Sihe6aeyLHg_006155,7.7,4.5,5.8
Sihe6aeyLHg_006383,8.6,1.8,5.2
T7TkJVmGyts_000075,11.5,2.9,6.8
T7TkJVmGyts_000191,8.9,4.8,7.4
T7TkJVmGyts_000281,10.7,4.2,10.7
T7TkJVmGyts_000551,11.9,4.4,9.1
T7TkJVmGyts_000671,9.9,3.0,6.8
T7TkJVmGyts_000771,11.9,5.7,8.8
T7TkJVmGyts_000891,11.9,4.1,6.7
T7TkJVmGyts_001134,14.3,7.1,10.5
T7TkJVmGyts_001278,10.9,5.8,7.2
T7TkJVmGyts_001388,11.9,2.8,5.6
T7TkJVmGyts_001628,24.9,4.8,8.2
T7TkJVmGyts_001878,13.9,2.4,10.9
T7TkJVmGyts_002538,11.9,4.2,7.1
T7TkJVmGyts_002658,11.9,3.5,6.2
T7TkJVmGyts_002778,12.6,2.8,9.0
T7TkJVmGyts_003165,9.9,4.0,6.2
T89zSiaMNgM_000075,10.6,3.7,7.6
T89zSiaMNgM_000407,12.4,8.1,12.4
T89zSiaMNgM_000593,6.0,3.8,6.0
T89zSiaMNgM_000927,16.7,8.2,16.7
T89zSiaMNgM_001295,14.3,2.5,9.4
T89zSiaMNgM_001439,12.2,5.0,6.3
T89zSiaMNgM_001562,12.8,3.9,6.6
T89zSiaMNgM_001691,13.8,5.2,9.1
T89zSiaMNgM_002115,12.4,4.5,8.4
T89zSiaMNgM_002240,12.5,2.4,7.9
T89zSiaMNgM_002366,15.8,4.8,10.5
T89zSiaMNgM_002525,11.4,3.7,8.9
T89zSiaMNgM_002640,12.5,4.9,6.9
T89zSiaMNgM_002766,13.9,3.2,12.0
T89zSiaMNgM_002906,15.9,5.0,11.9
T89zSiaMNgM_003596,16.5,3.9,14.2
T89zSiaMNgM_003762,4.2,3.1,4.2
T89zSiaMNgM_003852,9.9,4.1,8.7
T89zSiaMNgM_004415,8.8,2.8,6.3
T89zSiaMNgM_004504,10.0,2.1,5.2
T89zSiaMNgM_004715,10.2,3.0,6.0
T89zSiaMNgM_005313,5.9,1.9,4.1
T89zSiaMNgM_005466,12.8,5.1,10.3
T89zSiaMNgM_005595,10.0,2.6,6.0
T89zSiaMNgM_005826,10.0,2.7,7.9
TNZv-NBcV5U_000156,10.7,5.0,7.6
TNZv-NBcV5U_000628,8.7,3.4,4.1
TNZv-NBcV5U_001639,8.2,3.5,6.0
TNZv-NBcV5U_002002,7.5,2.7,6.0
TNZv-NBcV5U_002242,7.2,3.3,5.0
TNZv-NBcV5U_002315,7.3,1.7,3.5
TNZv-NBcV5U_002572,8.7,1.9,3.7
TNZv-NBcV5U_003040,8.2,0.8,2.5
TNZv-NBcV5U_003333,8.0,3.2,5.4
TNZv-NBcV5U_003566,4.5,2.7,4.5
TNZv-NBcV5U_004020,6.5,3.5,5.0
TNZv-NBcV5U_004527,7.6,3.3,5.4
TNZv-NBcV5U_004778,7.8,2.9,4.8
TNZv-NBcV5U_004857,6.8,3.9,5.5
TlBhM9Xbr2o_000062,13.5,5.3,9.8
TlBhM9Xbr2o_001092,10.7,4.6,9.0
TlBhM9Xbr2o_001876,9.3,4.1,6.6
TlBhM9Xbr2o_001970,8.1,3.3,5.7
TlBhM9Xbr2o_002234,7.0,2.1,3.6
TlBhM9Xbr2o_002305,10.5,4.9,7.9
TlBhM9Xbr2o_002590,12.1,4.1,8.9
TlBhM9Xbr2o_002712,8.9,2.6,4.6
TlBhM9Xbr2o_002879,5.2,2.7,5.1
TlBhM9Xbr2o_003064,8.8,4.1,6.4
TlBhM9Xbr2o_003366,6.8,2.6,4.3
TlBhM9Xbr2o_003894,12.8,7.2,9.3
TlBhM9Xbr2o_004220,7.6,1.8,4.5
TlBhM9Xbr2o_004297,6.6,3.1,6.4
TlBhM9Xbr2o_004364,8.0,4.3,6.3
TlBhM9Xbr2o_004445,11.4,7.4,8.8
TlBhM9Xbr2o_004624,7.2,3.1,5.2
TlBhM9Xbr2o_004816,8.9,4.1,5.0
Tsl84N96WM8_000075,16.5,10.3,16.3
Tsl84N96WM8_000241,9.9,4.4,8.1
Tsl84N96WM8_000341,9.9,4.9,5.3
Tsl84N96WM8_000961,8.9,3.5,8.9
Tsl84N96WM8_001051,7.9,3.2,5.0
Tsl84N96WM8_001131,12.0,3.5,7.4
Tsl84N96WM8_001252,11.8,4.0,9.1
Tsl84N96WM8_001371,14.0,3.5,6.9
Tsl84N96WM8_001512,11.2,3.1,6.5
Tsl84N96WM8_001676,11.4,5.8,7.9
Tsl84N96WM8_001932,8.9,2.4,6.2
Tsl84N96WM8_002022,9.9,5.1,7.1
Tsl84N96WM8_002122,13.9,3.5,10.2
Tsl84N96WM8_002462,7.9,4.0,7.9
Tsl84N96WM8_002692,12.8,4.8,9.7
Tsl84N96WM8_003181,8.9,1.5,3.9
Tsl84N96WM8_003386,13.9,4.1,11.8
Tsl84N96WM8_003526,9.9,3.1,7.6
Tsl84N96WM8_003626,11.9,3.3,8.8
Tsl84N96WM8_003746,12.0,6.7,10.4
Tsl84N96WM8_004267,9.9,3.9,7.6
Tsl84N96WM8_004367,20.9,2.3,5.1
Tsl84N96WM8_004717,16.9,6.7,12.0
Tsl84N96WM8_005383,13.9,6.0,7.5
Tsl84N96WM8_005523,15.5,2.7,13.3
UKBuDqU8qTM_000191,17.9,4.6,6.6
UKBuDqU8qTM_000371,10.9,5.3,8.2
UKBuDqU8qTM_000481,10.9,3.9,4.2
UKBuDqU8qTM_000591,10.9,4.4,5.6
UKBuDqU8qTM_000701,9.9,4.0,6.1
UKBuDqU8qTM_000801,6.0,3.5,6.0
UKBuDqU8qTM_000895,8.9,3.5,5.5
UKBuDqU8qTM_002199,9.9,4.4,7.0
UKBuDqU8qTM_002520,10.9,4.5,10.2
UKBuDqU8qTM_002730,9.9,3.8,4.8
UKBuDqU8qTM_003030,11.9,5.1,8.6
UKBuDqU8qTM_003310,8.9,3.0,4.5
UKBuDqU8qTM_003400,6.9,3.5,5.2
